base_term,term,PMID,Year,DP,TA,JT
Southern Blot,"""Southern Blot""",9028373,1997,1997 Feb 1,Cancer,Cancer
Southern Blot,"""Southern Blot""",9023187,1997,1997 Feb,J Bacteriol,Journal of bacteriology
Southern Blot,"""Southern Blot""",9012482,1997,1997 Feb 1,Cancer Res,Cancer research
Southern Blot,"""Southern Blot""",9012415,1997,1997 Feb,Am J Hum Genet,American journal of human genetics
Southern Blot,"""Southern Blot""",9008205,1997,1997 Feb,Radiat Res,Radiation research
Southern Blot,"""Southern Blot""",9001224,1997,1997 Feb,Mol Cell Biol,Molecular and cellular biology
Southern Blot,"""Southern Blot""",8988896,1997,1997 Jan 16,N Engl J Med,The New England journal of medicine
Southern Blot,"""Southern Blot""",9031623,1997,1997 Jan 15,Gene,Gene
Southern Blot,"""Southern Blot""",9029163,1997,1997 Jan 15,Cancer Lett,Cancer letters
Southern Blot,"""Southern Blot""",9027506,1997,1997 Jan 15,Genomics,Genomics
Southern Blot,"""Southern Blot""",9027504,1997,1997 Jan 15,Genomics,Genomics
Southern Blot,"""Southern Blot""",9020888,1997,1997 Jan 15,Biochem J,The Biochemical journal
Southern Blot,"""Southern Blot""",9013937,1997,1997 Jan 15,Dev Biol,Developmental biology
Southern Blot,"""Southern Blot""",9010100,1997,1997 Jan 15,Cancer,Cancer
Southern Blot,"""Southern Blot""",9010096,1997,1997 Jan 15,Cancer,Cancer
Southern Blot,"""Southern Blot""",23899176,1997,1997,Biomarkers,"Biomarkers : biochemical indicators of exposure, response, and susceptibility to chemicals"
Southern Blot,"""Southern Blot""",18521214,1997,1997,Sarcoma,Sarcoma
Southern Blot,"""Southern Blot""",15622743,1997,1997 Jan,Zhonghua Xue Ye Xue Za Zhi,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi
Southern Blot,"""Southern Blot""",14517397,1997,1997,Angiogenesis,Angiogenesis
Southern Blot,"""Southern Blot""",9815545,1997,1997 Jan,Clin Cancer Res,Clinical cancer research : an official journal of the American Association for Cancer Research
Southern Blot,"""Southern Blot""",9640767,1997,1997,Medicina (B Aires),Medicina
Southern Blot,"""Southern Blot""",9640608,1997,1997,Southeast Asian J Trop Med Public Health,The Southeast Asian journal of tropical medicine and public health
Southern Blot,"""Southern Blot""",9604788,1997,1997,J Med,Journal of medicine
Southern Blot,"""Southern Blot""",9567345,1997,1997,Medicina (B Aires),Medicina
Southern Blot,"""Southern Blot""",9547983,1997,1997,Cancer Surv,Cancer surveys
Southern Blot,"""Southern Blot""",9524813,1997,1997,DNA Seq,DNA sequence : the journal of DNA sequencing and mapping
Southern Blot,"""Southern Blot""",9507757,1997,1997,Bull Soc Pathol Exot,Bulletin de la Societe de pathologie exotique (1990)
Southern Blot,"""Southern Blot""",9503271,1997,1997,J Neural Transm (Vienna),"Journal of neural transmission (Vienna, Austria : 1996)"
Southern Blot,"""Southern Blot""",9479654,1997,1997,J Clin Gastroenterol,Journal of clinical gastroenterology
Southern Blot,"""Southern Blot""",9439975,1997,1997-1998,Hematopathol Mol Hematol,Hematopathology and molecular hematology
Southern Blot,"""Southern Blot""",9414543,1997,1997,Health Technol Assess,"Health technology assessment (Winchester, England)"
Southern Blot,"""Southern Blot""",9413542,1997,1997,Arch Virol Suppl,Archives of virology. Supplementum
Southern Blot,"""Southern Blot""",9406249,1997,1997,Pathol Res Pract,"Pathology, research and practice"
Southern Blot,"""Southern Blot""",9406055,1997,1997,J Clin Lab Anal,Journal of clinical laboratory analysis
Southern Blot,"""Southern Blot""",9392851,1997,1997,Peptides,Peptides
Southern Blot,"""Southern Blot""",9378151,1997,1997,Eur J Gynaecol Oncol,European journal of gynaecological oncology
Southern Blot,"""Southern Blot""",9371404,1997,1997,Cytogenet Cell Genet,Cytogenetics and cell genetics
Southern Blot,"""Southern Blot""",9366903,1997,1997,Environ Mol Mutagen,Environmental and molecular mutagenesis
Southern Blot,"""Southern Blot""",9338585,1997,1997,Hum Mutat,Human mutation
Southern Blot,"""Southern Blot""",9310237,1997,1997,Br J Cancer,British journal of cancer
Southern Blot,"""Southern Blot""",9308253,1997,1997,Curr Top Microbiol Immunol,Current topics in microbiology and immunology
Southern Blot,"""Southern Blot""",9303362,1997,1997,Br J Cancer,British journal of cancer
Southern Blot,"""Southern Blot""",9284914,1997,1997,Cytogenet Cell Genet,Cytogenetics and cell genetics
Southern Blot,"""Southern Blot""",9284906,1997,1997,Cytogenet Cell Genet,Cytogenetics and cell genetics
Southern Blot,"""Southern Blot""",9269556,1997,1997,Clin Oncol (R Coll Radiol),Clinical oncology (Royal College of Radiologists (Great Britain))
Southern Blot,"""Southern Blot""",9267811,1997,1997,Horm Res,Hormone research
Southern Blot,"""Southern Blot""",9218535,1997,1997,Immunogenetics,Immunogenetics
Southern Blot,"""Southern Blot""",9210911,1997,1997,Acta Haematol,Acta haematologica
Southern Blot,"""Southern Blot""",9195231,1997,1997,Hum Mutat,Human mutation
Southern Blot,"""Southern Blot""",9186507,1997,1997,Cytogenet Cell Genet,Cytogenetics and cell genetics
Southern Blot,"""Southern Blot""",9182864,1997,1997 Jan,J Steroid Biochem Mol Biol,The Journal of steroid biochemistry and molecular biology
Southern Blot,"""Southern Blot""",9180348,1997,1997,Life Sci,Life sciences
Southern Blot,"""Southern Blot""",9169205,1997,1997,Plasmid,Plasmid
Southern Blot,"""Southern Blot""",9166930,1997,1997,Br J Cancer,British journal of cancer
Southern Blot,"""Southern Blot""",9162687,1997,1997 Jan,Genetika,Genetika
Southern Blot,"""Southern Blot""",9162094,1997,1997,Immunogenetics,Immunogenetics
Southern Blot,"""Southern Blot""",9152517,1997,1997 Jan,Biol Trace Elem Res,Biological trace element research
Southern Blot,"""Southern Blot""",9101271,1997,1997,Genet Couns,"Genetic counseling (Geneva, Switzerland)"
Southern Blot,"""Southern Blot""",9101077,1997,1997,Cancer Detect Prev,Cancer detection and prevention
Southern Blot,"""Southern Blot""",9099248,1997,1997 Jan-Feb,Ann Biol Clin (Paris),Annales de biologie clinique
Southern Blot,"""Southern Blot""",9066669,1997,1997 Jan-Feb,Anticancer Res,Anticancer research
Southern Blot,"""Southern Blot""",9054586,1997,1997 Jan,Carcinogenesis,Carcinogenesis
Southern Blot,"""Southern Blot""",9039078,1997,1997 Jan,Hypertension,"Hypertension (Dallas, Tex. : 1979)"
Southern Blot,"""Southern Blot""",9037153,1997,1997 Jan,Plant Mol Biol,Plant molecular biology
Southern Blot,"""Southern Blot""",9035088,1997,1997 Jan,J Vet Med Sci,The Journal of veterinary medical science
Southern Blot,"""Southern Blot""",9032981,1997,1997 Jan,Transgenic Res,Transgenic research
Southern Blot,"""Southern Blot""",9030252,1997,1997,J Cancer Res Clin Oncol,Journal of cancer research and clinical oncology
Southern Blot,"""Southern Blot""",9029733,1997,1997 Jan,Steroids,Steroids
Southern Blot,"""Southern Blot""",9027481,1997,1997 Jan 1,Genomics,Genomics
Southern Blot,"""Southern Blot""",9022348,1997,1997 Jan,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology
Southern Blot,"""Southern Blot""",9022124,1997,1997 Jan 1,Cancer Lett,Cancer letters
Southern Blot,"""Southern Blot""",9022018,1997,1997 Jan,Eur J Immunol,European journal of immunology
Southern Blot,"""Southern Blot""",9012694,1997,1997 Jan,Br J Haematol,British journal of haematology
Southern Blot,"""Southern Blot""",9010033,1997,1997,Br J Cancer,British journal of cancer
Southern Blot,"""Southern Blot""",9004518,1997,1997 Jan,Mol Ecol,Molecular ecology
Southern Blot,"""Southern Blot""",9003511,1997,1997 Jan,Hum Genet,Human genetics
Southern Blot,"""Southern Blot""",8996121,1997,1997 Jan,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology
Southern Blot,"""Southern Blot""",8989920,1997,1997,Tumour Biol,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine
Southern Blot,"""Southern Blot""",8988951,1997,1997 Jan,Am J Psychiatry,The American journal of psychiatry
Southern Blot,"""Southern Blot""",8978301,1997,1997 Jan 1,Blood,Blood
Southern Blot,"""Southern Blot""",9037107,1997,1997 Jan 27,Mol Gen Genet,Molecular & general genetics : MGG
Southern Blot,"""Southern Blot""",9094750,1997,1997 Jan 15,Regul Pept,Regulatory peptides
Southern Blot,"""Southern Blot""",9031624,1997,1997 Jan 15,Gene,Gene
Southern Blot,"""Southern Blot""",9027507,1997,1997 Jan 15,Genomics,Genomics
Southern Blot,"""Southern Blot""",9010095,1997,1997 Jan 15,Cancer,Cancer
Southern Blot,"""Southern Blot""",8995438,1997,1997 Jan 10,J Biol Chem,The Journal of biological chemistry
Southern Blot,"""Southern Blot""",8990164,1997,1997 Jan 7,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America
Southern Blot,"""Southern Blot""",15765582,1997,1997-1998,Biodegradation,Biodegradation
Southern Blot,"""Southern Blot""",12215785,1997,1997,Sheng Wu Hua Xue Yu Sheng Wu Wu Li Xue Bao (Shanghai),Sheng wu hua xue yu sheng wu wu li xue bao Acta biochimica et biophysica Sinica
Southern Blot,"""Southern Blot""",10464640,1997,1997-1998,Genet Test,Genetic testing
Southern Blot,"""Southern Blot""",10464634,1997,1997,Genet Test,Genetic testing
Southern Blot,"""Southern Blot""",9672645,1997,1997,Arch Virol,Archives of virology
Southern Blot,"""Southern Blot""",9666958,1997,1997,Tuber Lung Dis,Tubercle and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease
Southern Blot,"""Southern Blot""",9343817,1997,1997,Microbiol Immunol,Microbiology and immunology
Southern Blot,"""Southern Blot""",9316622,1997,1997,Cancer Invest,Cancer investigation
Southern Blot,"""Southern Blot""",9286033,1997,1997,Urol Res,Urological research
Southern Blot,"""Southern Blot""",9271836,1997,1997,Arch Gynecol Obstet,Archives of gynecology and obstetrics
Southern Blot,"""Southern Blot""",9264784,1997,1997,Transfus Clin Biol,Transfusion clinique et biologique : journal de la Societe francaise de transfusion sanguine
Southern Blot,"""Southern Blot""",9255516,1997,1997,DNA Seq,DNA sequence : the journal of DNA sequencing and mapping
Southern Blot,"""Southern Blot""",9241485,1997,1997 Jan-Feb,Dev Comp Immunol,Developmental and comparative immunology
Southern Blot,"""Southern Blot""",9231912,1997,1997,Br J Cancer,British journal of cancer
Southern Blot,"""Southern Blot""",9219058,1997,1997,J Clin Lab Anal,Journal of clinical laboratory analysis
Southern Blot,"""Southern Blot""",9209653,1997,1997,Ann Oncol,Annals of oncology : official journal of the European Society for Medical Oncology
Southern Blot,"""Southern Blot""",9209645,1997,1997,Ann Oncol,Annals of oncology : official journal of the European Society for Medical Oncology
Southern Blot,"""Southern Blot""",9193665,1997,1997,Adv Exp Med Biol,Advances in experimental medicine and biology
Southern Blot,"""Southern Blot""",9170214,1997,1997,Stem Cells,"Stem cells (Dayton, Ohio)"
Southern Blot,"""Southern Blot""",9162879,1997,1997 Jan-Feb,Minerva Ginecol,Minerva ginecologica
Southern Blot,"""Southern Blot""",9162688,1997,1997 Jan,Genetika,Genetika
Southern Blot,"""Southern Blot""",9143583,1997,1997,Acta Neurochir (Wien),Acta neurochirurgica
Southern Blot,"""Southern Blot""",9129334,1997,1997,Planta,Planta
Southern Blot,"""Southern Blot""",9090528,1997,1997,Hum Mutat,Human mutation
Southern Blot,"""Southern Blot""",9079756,1997,1997,Urol Res,Urological research
Southern Blot,"""Southern Blot""",9076520,1997,1997 Jan,Glycoconj J,Glycoconjugate journal
Southern Blot,"""Southern Blot""",9066710,1997,1997,Acta Haematol,Acta haematologica
Southern Blot,"""Southern Blot""",9066640,1997,1997 Jan-Feb,Anticancer Res,Anticancer research
Southern Blot,"""Southern Blot""",9066590,1997,1997 Jan-Feb,Anticancer Res,Anticancer research
Southern Blot,"""Southern Blot""",9061927,1997,1997 Jan,Insect Biochem Mol Biol,Insect biochemistry and molecular biology
Southern Blot,"""Southern Blot""",9054585,1997,1997 Jan,Carcinogenesis,Carcinogenesis
Southern Blot,"""Southern Blot""",9043960,1997,1997 Jan,Int Immunol,International immunology
Southern Blot,"""Southern Blot""",9039147,1997,1997 Jan,Hypertension,"Hypertension (Dallas, Tex. : 1979)"
Southern Blot,"""Southern Blot""",9037172,1997,1997 Jan,Plant Mol Biol,Plant molecular biology
Southern Blot,"""Southern Blot""",9037148,1997,1997 Jan,Plant Mol Biol,Plant molecular biology
Southern Blot,"""Southern Blot""",9032649,1997,1997 Jan,J Med Genet,Journal of medical genetics
Southern Blot,"""Southern Blot""",9024492,1997,1997 Jan,Transfusion,Transfusion
Southern Blot,"""Southern Blot""",9010313,1997,1997 Jan,J Gen Virol,The Journal of general virology
Southern Blot,"""Southern Blot""",9002671,1997,1997 Jan,Hum Mol Genet,Human molecular genetics
Southern Blot,"""Southern Blot""",8996122,1997,1997 Jan,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology
Southern Blot,"""Southern Blot""",8990002,1997,1997,Hum Mutat,Human mutation
Southern Blot,"""Southern Blot""",8979333,1997,1997 Jan,Appl Environ Microbiol,Applied and environmental microbiology
Southern Blot,"""Southern Blot""",8972229,1997,1997 Jan,Mol Cell Biol,Molecular and cellular biology
Southern Blot,"""Southern Blot""",8954959,1996,1996 Dec 24,Biochem Biophys Res Commun,Biochemical and biophysical research communications
Southern Blot,"""Southern Blot""",8955112,1996,1996 Dec 20,J Biol Chem,The Journal of biological chemistry
Southern Blot,"""Southern Blot""",8971152,1996,1996 Dec 15,Cancer Res,Cancer research
Southern Blot,"""Southern Blot""",8996105,1996,1996 Dec 12,Gene,Gene
Southern Blot,"""Southern Blot""",8940129,1996,1996 Dec 6,J Biol Chem,The Journal of biological chemistry
Southern Blot,"""Southern Blot""",8982088,1996,1996 Dec 5,Gene,Gene
Southern Blot,"""Southern Blot""",8982086,1996,1996 Dec 5,Gene,Gene
Southern Blot,"""Southern Blot""",24177562,1996,1996 Dec,Plant Cell Rep,Plant cell reports
Southern Blot,"""Southern Blot""",24177546,1996,1996 Dec,Plant Cell Rep,Plant cell reports
Southern Blot,"""Southern Blot""",18469958,1996,1996 Dec,Genome,Genome
Southern Blot,"""Southern Blot""",10462574,1996,1996 Dec,Mol Diagn,Molecular diagnosis : a journal devoted to the understanding of human disease through the clinical application of molecular biology
Southern Blot,"""Southern Blot""",9772592,1996,1996 Dec,Zhongguo Zhong Xi Yi Jie He Za Zhi,Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine
Southern Blot,"""Southern Blot""",9124848,1996,1996 Dec,Antimicrob Agents Chemother,Antimicrobial agents and chemotherapy
Southern Blot,"""Southern Blot""",9025082,1996,1996 Dec,Mol Cell Probes,Molecular and cellular probes
Southern Blot,"""Southern Blot""",9013795,1996,1996 Dec,Brain Res Mol Brain Res,Brain research. Molecular brain research
Southern Blot,"""Southern Blot""",9010683,1996,1996 Dec,Eur Cytokine Netw,European cytokine network
Southern Blot,"""Southern Blot""",9008334,1996,1996 Dec,Vet Microbiol,Veterinary microbiology
Southern Blot,"""Southern Blot""",9004137,1996,1996 Dec,J Med Genet,Journal of medical genetics
Southern Blot,"""Southern Blot""",9004133,1996,1996 Dec,J Med Genet,Journal of medical genetics
Southern Blot,"""Southern Blot""",9002609,1996,1996 Dec,Plant Mol Biol,Plant molecular biology
Southern Blot,"""Southern Blot""",9001342,1996,1996 Dec,Jpn J Clin Oncol,Japanese journal of clinical oncology
Southern Blot,"""Southern Blot""",9001175,1996,1996 Dec,Lab Anim Sci,Laboratory animal science
Southern Blot,"""Southern Blot""",8997489,1996,1996 Dec,Biol Chem,Biological chemistry
Southern Blot,"""Southern Blot""",8995053,1996,1996 Dec,J Mol Evol,Journal of molecular evolution
Southern Blot,"""Southern Blot""",8983187,1996,1996 Dec,Genome,Genome
Southern Blot,"""Southern Blot""",8983185,1996,1996 Dec,Genome,Genome
Southern Blot,"""Southern Blot""",8980543,1996,1996 Dec,Plant Mol Biol,Plant molecular biology
Southern Blot,"""Southern Blot""",8976198,1996,1996 Dec 1,J Exp Med,The Journal of experimental medicine
Southern Blot,"""Southern Blot""",8972675,1996,1996 Dec,Epidemiol Infect,Epidemiology and infection
Southern Blot,"""Southern Blot""",8972473,1996,1996 Dec,Mod Pathol,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc"
Southern Blot,"""Southern Blot""",8971032,1996,1996 Dec,J Virol,Journal of virology
Southern Blot,"""Southern Blot""",8946928,1996,1996 Dec,Leukemia,Leukemia
Southern Blot,"""Southern Blot""",8946202,1996,1996 Dec,Genes Chromosomes Cancer,"Genes, chromosomes & cancer"
Southern Blot,"""Southern Blot""",8940457,1996,1996 Dec,J Clin Microbiol,Journal of clinical microbiology
Southern Blot,"""Southern Blot""",8940449,1996,1996 Dec,J Clin Microbiol,Journal of clinical microbiology
Southern Blot,"""Southern Blot""",8940435,1996,1996 Dec,J Clin Microbiol,Journal of clinical microbiology
Southern Blot,"""Southern Blot""",8997503,1996,1996 Dec 23,Brain Res Dev Brain Res,Brain research. Developmental brain research
Southern Blot,"""Southern Blot""",8954908,1996,1996 Dec 13,Biochem Biophys Res Commun,Biochemical and biophysical research communications
Southern Blot,"""Southern Blot""",8996086,1996,1996 Dec 12,Gene,Gene
Southern Blot,"""Southern Blot""",8996082,1996,1996 Dec 12,Gene,Gene
Southern Blot,"""Southern Blot""",8958336,1996,1996 Dec 11,Am J Med Genet,American journal of medical genetics
Southern Blot,"""Southern Blot""",19078098,1996,1996 Dec,J Clin Rheumatol,Journal of clinical rheumatology : practical reports on rheumatic & musculoskeletal diseases
Southern Blot,"""Southern Blot""",10462581,1996,1996 Dec,Mol Diagn,Molecular diagnosis : a journal devoted to the understanding of human disease through the clinical application of molecular biology
